subscriptionReferenceNumber,productLanguage,productStatus,subscriptionType,groupName,quantity,seats,packSize,subscriptionStatus,lastPurchaseDate,startDate,endDate,description,productLine,productLineCode,solutionDivision,release,deployment,licensingModel,subscriptionLevel,switchType,switchYear,opportunityNumber,licenseType,activationType,programType,contract.number,contract.startDate,contract.endDate,contract.term,contract.billingBehavior,contract.subType,contract.renewalCounter,ews.adoptionHealth.currentMonth,ews.adoptionHealth.bimonthly1,ews.adoptionHealth.bimonthly2,ews.adoptionHealth.bimonthly3,ews.adoptionHealth.bimonthly4,ews.adoptionHealth.bimonthly5,ews.adoptionHealth.bimonthly6,ews.adoptionHealth.bimonthly7,ews.adoptionHealth.bimonthly8,ews.adoptionHealth.bimonthly9,ews.adoptionHealth.bimonthly10,ews.onboardingHealth.health,ews.onboardingHealth.score,ews.onboardingHealth.accessDriver,ews.onboardingHealth.discoveryDriver,ews.onboardingHealth.productUtilizationScoreDriver,ews.onboardingHealth.supportDriver,ews.retentionHealth.score,ews.retentionHealth.riskBand,ews.retentionHealth.customerProfileScoreDriver,ews.retentionHealth.productUtilizationDriver,ews.retentionHealth.productProfileScoreDriver,ews.retentionHealth.subscriptionEngagementScoreDriver,accounts.soldTo.csn,accounts.soldTo.name,accounts.reseller.csn,accounts.reseller.name,accounts.reseller.localLanguageName,accounts.reseller.type,accounts.reseller.address1,accounts.reseller.address2,accounts.reseller.address3,accounts.reseller.city,accounts.reseller.stateProvince,accounts.reseller.postalCode,accounts.reseller.country,accounts.nurtureReseller.csn,accounts.nurtureReseller.name,accounts.nurtureReseller.lockdate,accounts.nurtureReseller.nurtureDiscountEligibility,endCustomer.account.endCustomerCsn,endCustomer.account.name,endCustomer.account.type,endCustomer.account.address1,endCustomer.account.address2,endCustomer.account.address3,endCustomer.account.city,endCustomer.account.stateProvince,endCustomer.account.postalCode,endCustomer.account.country,endCustomer.account.individualFlag,endCustomer.account.namedAccountFlag,endCustomer.account.namedAccountGroup,endCustomer.account.parentIndustryGroup,endCustomer.account.parentIndustrySegment,endCustomer.contractManager.first,endCustomer.contractManager.last,endCustomer.contractManager.email,endCustomer.contractManager.address1,endCustomer.contractManager.address2,endCustomer.contractManager.address3,endCustomer.contractManager.city,endCustomer.contractManager.stateProvince,endCustomer.contractManager.postalCode,endCustomer.contractManager.country,endCustomer.contractManager.phone,endCustomer.contractManager.fax,endCustomer.contractManager.status,endCustomer.contractManager.portalRegistration,endCustomer.contractManager.doNotCall,endCustomer.contractManager.doNotEmail,endCustomer.contractManager.doNotMail,endCustomer.softwareCoordinator.first,endCustomer.softwareCoordinator.last,endCustomer.softwareCoordinator.email,endCustomer.softwareCoordinator.address1,endCustomer.softwareCoordinator.address2,endCustomer.softwareCoordinator.address3,endCustomer.softwareCoordinator.city,endCustomer.softwareCoordinator.stateProvince,endCustomer.softwareCoordinator.postalCode,endCustomer.softwareCoordinator.country,endCustomer.softwareCoordinator.phone,endCustomer.softwareCoordinator.fax,endCustomer.softwareCoordinator.status,endCustomer.softwareCoordinator.doNotCall,endCustomer.softwareCoordinator.doNotEmail,endCustomer.softwareCoordinator.doNotMail
565-79259069,WW,Registered,Renewable Subscription,,2,2,0,Expired,09/03/2020,20/02/2019,07/12/2019,AutoCAD - including specialized toolsets AD Non-Language Specific,AutoCAD - including specialized toolsets,ACDIST,,AD,S,TERM,GOLDA,,,A-13183528,Crossgrade,Serial Number,,1.10002E+11,28/02/2018,27/02/2021,Annual,Renewable,Silver/Gold,2,Stable mid,Disengaging alarming,Disengaging alarming,Stable mid,Stable low,No use,No use,Stable mid,Stable mid,No use,No use,,0,,,,,0,,,,,,5105829637,Compusoluciones y Asociados S.A. de C.V.,70028227,COMPUCAD S.A. de C.V.,COMPUCAD S.A. de C.V.,Reseller,Aurelio L Gallardo 437,Col Ladron de Guevara,,Guadalajara,JAL,44680,Mexico,70028227,COMPUCAD S.A. de C.V.,29/11/2019,false,5147264370,Mitsubishi Electric de Mexico S.A. de C.V.,End Customer,Mariano Escobedo 69,Col Ind,,Tlalnepantla,MEX,54030,Mexico,false,true,Territory,MFG,Industrial Machinery,Jorge,Aburto garcia,jaburto@melco.com.mx,Mariano Escobedo 69,Col Ind,,Tlalnepantla,MEX,54030,Mexico,1066681798,,Active,Registered,false,false,true,Jorge,Aburto garcia,jaburto@melco.com.mx,Mariano Escobedo 69,Col Ind,,Tlalnepantla,MEX,54030,Mexico,1066681798,,Active,false,false,true
565-79259069,WW,Registered,Renewable Subscription,,2,2,0,Expired,09/03/2020,08/12/2019,27/02/2021,AutoCAD - including specialized toolsets AD Non-Language Specific,AutoCAD - including specialized toolsets,ACDIST,,AD,S,TERM,GOLDA,,,A-13183528,Crossgrade,Sign On,,1.10002E+11,28/02/2018,27/02/2021,Annual,Renewable,Silver/Gold,2,Stable mid,Disengaging alarming,Disengaging alarming,Stable mid,Stable low,No use,No use,Stable mid,Stable mid,No use,No use,,0,,,,,0,,,,,,5105829637,Compusoluciones y Asociados S.A. de C.V.,70028227,COMPUCAD S.A. de C.V.,COMPUCAD S.A. de C.V.,Reseller,Aurelio L Gallardo 437,Col Ladron de Guevara,,Guadalajara,JAL,44680,Mexico,70028227,COMPUCAD S.A. de C.V.,29/11/2020,false,5147264370,Mitsubishi Electric de Mexico S.A. de C.V.,End Customer,Mariano Escobedo 69,Col Ind,,Tlalnepantla,MEX,54030,Mexico,false,true,Territory,MFG,Industrial Machinery,Jorge,Aburto garcia,jaburto@melco.com.mx,Mariano Escobedo 69,Col Ind,,Tlalnepantla,MEX,54030,Mexico,1066681798,,Active,Registered,false,false,true,Jorge,Aburto garcia,jaburto@melco.com.mx,Mariano Escobedo 69,Col Ind,,Tlalnepantla,MEX,54030,Mexico,1066681798,,Active,false,false,true
565-26308155,WW,Registered,Renewable Subscription,,1,1,0,Expired,26/12/2018,26/12/2018,22/11/2019,AutoCAD - including specialized toolsets AD Non-Language Specific,AutoCAD - including specialized toolsets,ACDIST,,AD,S,TERM,GOLDA,,,,New,Serial Number,,1.10002E+11,26/12/2018,25/12/2019,Annual,Renewable,Silver/Gold,0,NO LONGER SCORED,NO LONGER SCORED,NO LONGER SCORED,NO LONGER SCORED,Stable mid,Disengaging alarming,No use,Stable mid,Dormant,No use,No use,,0.710165382,,,,,0.710165382,Medium,,,,,5105829637,Compusoluciones y Asociados S.A. de C.V.,70028227,COMPUCAD S.A. de C.V.,COMPUCAD S.A. de C.V.,Reseller,Aurelio L Gallardo 437,Col Ladron de Guevara,,Guadalajara,JAL,44680,Mexico,70028227,COMPUCAD S.A. de C.V.,26/09/2019,false,5143246815,WALBRIDGE DE MEXICO S.A. DE C.V.,End Customer,Gabriel Mancera 1041,Del Valle,,Ciudad de México,DF,3100,Mexico,false,true,Territory,Multi AEC Lead,Construction Services,Sergio,Pacheco,sergio.pacheco@walbridge.mx,Gabriel Mancera 1041,Del Valle,Benito Juarez,Ciudad de México,DF,3100,Mexico,5.25544E+11,,Active,Registered,false,false,true,Sergio,Pacheco,sergio.pacheco@walbridge.mx,Gabriel Mancera 1041,Del Valle,Benito Juarez,Ciudad de México,DF,3100,Mexico,5.25544E+11,,Active,false,false,true
565-26308155,WW,Registered,Renewable Subscription,,1,1,0,Expired,26/12/2018,23/11/2019,25/12/2019,AutoCAD - including specialized toolsets AD Non-Language Specific,AutoCAD - including specialized toolsets,ACDIST,,AD,S,TERM,GOLDA,,,,New,Sign On,,1.10002E+11,26/12/2018,25/12/2019,Annual,Renewable,Silver/Gold,0,NO LONGER SCORED,NO LONGER SCORED,NO LONGER SCORED,NO LONGER SCORED,Stable mid,Disengaging alarming,No use,Stable mid,Dormant,No use,No use,,0.710165382,,,,,0.710165382,Medium,,,,,5105829637,Compusoluciones y Asociados S.A. de C.V.,70028227,COMPUCAD S.A. de C.V.,COMPUCAD S.A. de C.V.,Reseller,Aurelio L Gallardo 437,Col Ladron de Guevara,,Guadalajara,JAL,44680,Mexico,70028227,COMPUCAD S.A. de C.V.,26/09/2019,false,5143246815,WALBRIDGE DE MEXICO S.A. DE C.V.,End Customer,Gabriel Mancera 1041,Del Valle,,Ciudad de México,DF,3100,Mexico,false,true,Territory,Multi AEC Lead,Construction Services,Sergio,Pacheco,sergio.pacheco@walbridge.mx,Gabriel Mancera 1041,Del Valle,Benito Juarez,Ciudad de México,DF,3100,Mexico,5.25544E+11,,Active,Registered,false,false,true,Sergio,Pacheco,sergio.pacheco@walbridge.mx,Gabriel Mancera 1041,Del Valle,Benito Juarez,Ciudad de México,DF,3100,Mexico,5.25544E+11,,Active,false,false,true
564-89257521,WW,Registered,Renewable Subscription,,3,3,0,Expired,12/10/2018,12/10/2018,11/10/2019,Architecture Engineering & Construction Collection IC Non-Language Specific,Architecture Engineering & Construction Collection,AECCOL,,IC,N,TERM,GOLDA,,,,New,Serial Number,,1.10002E+11,12/10/2018,11/10/2019,Annual,Renewable,Silver/Gold,0,,,,,,,,,,,,,0.496786213,,,,,0.496786213,High,,,,,5105829637,Compusoluciones y Asociados S.A. de C.V.,70028227,COMPUCAD S.A. de C.V.,COMPUCAD S.A. de C.V.,Reseller,Aurelio L Gallardo 437,Col Ladron de Guevara,,Guadalajara,JAL,44680,Mexico,70028227,COMPUCAD S.A. de C.V.,13/07/2019,false,5130706103,Compañía Azucarera de Río Guayalejo,End Customer,Carr y A Xicotencatl,,,UNKNOWN,TAM,89750,Mexico,false,true,Territory,Multi MFG Lead,Consumer Products,Martin,Huerta,martin.huerta@gsaenz.com.mx,Paseo de los Tamarindos 60 Piso 4,,,Cdmx,DF,51200,Mexico,5.25592E+11,,Active,Registered,false,false,true,Christian,Espinosa,christian.espinosa@gsaenz.com.mx,Paseo de los Tamarindos 60 Piso 4,,,Cdmx,DF,51200,Mexico,5.28313E+11,,Active,false,false,true
564-89281275,WW,Registered,Renewable Subscription,,1,1,0,Expired,13/10/2018,13/10/2018,10/10/2019,Architecture Engineering & Construction Collection IC Non-Language Specific,Architecture Engineering & Construction Collection,AECCOL,,IC,S,TERM,GOLDA,,,,New,Serial Number,,1.10002E+11,11/10/2017,10/10/2019,Annual,Renewable,Silver/Gold,1,NO LONGER SCORED,NO LONGER SCORED,NO LONGER SCORED,NO LONGER SCORED,No segment,No segment,No segment,No segment,No segment,Stable mid,Stable high,,0.808134533,,,,,0.808134533,Low,,,,,5105829637,Compusoluciones y Asociados S.A. de C.V.,70028227,COMPUCAD S.A. de C.V.,COMPUCAD S.A. de C.V.,Reseller,Aurelio L Gallardo 437,Col Ladron de Guevara,,Guadalajara,JAL,44680,Mexico,70028227,COMPUCAD S.A. de C.V.,12/07/2019,false,5135183286,DI Vece y Asociados Arquitectos S.C.,End Customer,Justo Sierra 2326 2a,Ladron de Guevara,,Guadalajara,JAL,44600,Mexico,false,true,Territory,,,Paolino,Di vece,paolinodva@divece.mx,Justo Sierra 2326 2a,Ladron de Guevara,,Guadalajara,JAL,44600,Mexico,5.23336E+11,,Active,Registered,false,false,true,Paolino,Di vece,paolinodva@divece.mx,Justo Sierra 2326 2a,Ladron de Guevara,,Guadalajara,JAL,44600,Mexico,5.23336E+11,,Active,false,false,true
564-87518548,WW,Registered,Renewable Subscription,,3,3,0,Active,25/08/2020,04/10/2019,27/09/2021,AutoCAD - including specialized toolsets AD Non-Language Specific,AutoCAD - including specialized toolsets,ACDIST,,AD,S,TERM,GOLDA,,,,Crossgrade,Sign On,,1.10001E+11,28/09/2016,27/09/2021,Annual,Renewable,Silver/Gold,4,Dormant,Dormant,Disengaging alarming,Disengaging alarming,Disengaging alarming,Disengaging alarming,Stable mid,Stable mid,Stable mid,Stable mid,No use,,0.745181266,,,,,0.745181266,Medium,,,,,5105829637,Compusoluciones y Asociados S.A. de C.V.,70028227,COMPUCAD S.A. de C.V.,COMPUCAD S.A. de C.V.,Reseller,Aurelio L Gallardo 437,Col Ladron de Guevara,,Guadalajara,JAL,44680,Mexico,,,,false,5125449783,Snecma Mexico S.A. de C.V.,End Customer,Carr Estatal 200 Km 22 547 B,Parque Aeroespacial de Queretaro,,Colón,QRO,76278,Mexico,false,true,Territory,Multi MFG Lead,Aerospace & Defense Equipment,Mauricio,Leal,mauricio.leal@safrangroup.com,Carr Estatal 200 Km 22 547 B,Parque Aeroespacial de Queretaro,,Colón,QRO,76278,Mexico,5.24422E+11,,Active,Registered,false,false,false,Mauricio,Leal,mauricio.leal@safrangroup.com,Carr Estatal 200 Km 22 547 B,Parque Aeroespacial de Queretaro,,Colón,QRO,76278,Mexico,5.24422E+11,,Active,false,false,false
564-87518548,WW,Registered,Renewable Subscription,,3,3,0,Expired,25/08/2020,08/10/2018,03/10/2019,AutoCAD - including specialized toolsets AD Non-Language Specific,AutoCAD - including specialized toolsets,ACDIST,,AD,S,TERM,GOLDA,,,,Crossgrade,Serial Number,,1.10001E+11,28/09/2016,27/09/2021,Annual,Renewable,Silver/Gold,4,Dormant,Dormant,Disengaging alarming,Disengaging alarming,Disengaging alarming,Disengaging alarming,Stable mid,Stable mid,Stable mid,Stable mid,No use,,0.745181266,,,,,0.745181266,Medium,,,,,5105829637,Compusoluciones y Asociados S.A. de C.V.,70028227,COMPUCAD S.A. de C.V.,COMPUCAD S.A. de C.V.,Reseller,Aurelio L Gallardo 437,Col Ladron de Guevara,,Guadalajara,JAL,44680,Mexico,,,,false,5125449783,Snecma Mexico S.A. de C.V.,End Customer,Carr Estatal 200 Km 22 547 B,Parque Aeroespacial de Queretaro,,Colón,QRO,76278,Mexico,false,true,Territory,Multi MFG Lead,Aerospace & Defense Equipment,Mauricio,Leal,mauricio.leal@safrangroup.com,Carr Estatal 200 Km 22 547 B,Parque Aeroespacial de Queretaro,,Colón,QRO,76278,Mexico,5.24422E+11,,Active,Registered,false,false,false,Mauricio,Leal,mauricio.leal@safrangroup.com,Carr Estatal 200 Km 22 547 B,Parque Aeroespacial de Queretaro,,Colón,QRO,76278,Mexico,5.24422E+11,,Active,false,false,false
564-84149282,WW,Registered,Renewable Subscription,,1,1,0,Active,22/09/2020,12/09/2019,28/09/2021,AutoCAD - including specialized toolsets AD Non-Language Specific,AutoCAD - including specialized toolsets,ACDIST,,AD,S,TERM,GOLDA,,,,New,Sign On,,1.10002E+11,29/09/2018,28/09/2021,Annual,Renewable,Silver/Gold,2,Highly engaged,Highly engaged,Stable high,Slowing,Slowing,Stable mid,Highly engaged,Highly engaged,Highly engaged,Stable high,Stable mid,,0.494670317,,,,,0.494670317,High,,,,,5105829637,Compusoluciones y Asociados S.A. de C.V.,70028227,COMPUCAD S.A. de C.V.,COMPUCAD S.A. de C.V.,Reseller,Aurelio L Gallardo 437,Col Ladron de Guevara,,Guadalajara,JAL,44680,Mexico,,,,false,5106096296,Caphcya S. de R.L.,End Customer,Av Camino al Iteso 8350,Col el Mante Tlaquepaque Jalisco,,Guadalajara,JAL,45609,Mexico,false,false,Territory,,,David,Abarca,dabarca@cyamexico.com,Av Camino al Iteso 8350,Col el Mante Tlaquepaque Jalisco,,Guadalajara,JAL,45609,Mexico,5.23339E+11,,Active,Registered,false,true,true,David,Abarca,dabarca@cyamexico.com,Av Camino al Iteso 8350,Col el Mante Tlaquepaque Jalisco,,Guadalajara,JAL,45609,Mexico,5.23339E+11,,Active,false,true,true
564-84149282,WW,Registered,Renewable Subscription,,1,1,0,Expired,22/09/2020,29/09/2018,11/09/2019,AutoCAD - including specialized toolsets AD Non-Language Specific,AutoCAD - including specialized toolsets,ACDIST,,AD,S,TERM,GOLDA,,,,New,Serial Number,,1.10002E+11,29/09/2018,28/09/2021,Annual,Renewable,Silver/Gold,2,Highly engaged,Highly engaged,Stable high,Slowing,Slowing,Stable mid,Highly engaged,Highly engaged,Highly engaged,Stable high,Stable mid,,0.494670317,,,,,0.494670317,High,,,,,5105829637,Compusoluciones y Asociados S.A. de C.V.,70028227,COMPUCAD S.A. de C.V.,COMPUCAD S.A. de C.V.,Reseller,Aurelio L Gallardo 437,Col Ladron de Guevara,,Guadalajara,JAL,44680,Mexico,70028227,COMPUCAD S.A. de C.V.,30/06/2019,false,5106096296,Caphcya S. de R.L.,End Customer,Av Camino al Iteso 8350,Col el Mante Tlaquepaque Jalisco,,Guadalajara,JAL,45609,Mexico,false,false,Territory,,,David,Abarca,dabarca@cyamexico.com,Av Camino al Iteso 8350,Col el Mante Tlaquepaque Jalisco,,Guadalajara,JAL,45609,Mexico,5.23339E+11,,Active,Registered,false,true,true,David,Abarca,dabarca@cyamexico.com,Av Camino al Iteso 8350,Col el Mante Tlaquepaque Jalisco,,Guadalajara,JAL,45609,Mexico,5.23339E+11,,Active,false,true,true
564-84150569,WW,Registered,Renewable Subscription,,1,1,0,Active,13/09/2020,03/07/2019,10/10/2023,AutoCAD - including specialized toolsets AD Non-Language Specific,AutoCAD - including specialized toolsets,ACDIST,,AD,S,TERM,GOLDA,,,,Crossgrade,Sign On,,1.10002E+11,11/10/2017,10/10/2023,3-Year,Renewable,Silver/Gold,3,Dormant,Dormant,Dormant,Growing,Growing,Growing,Dormant,Dormant,Dormant,Dormant,Dormant,,0,,,,,0,,,,,,5105829637,Compusoluciones y Asociados S.A. de C.V.,70028227,COMPUCAD S.A. de C.V.,COMPUCAD S.A. de C.V.,Reseller,Aurelio L Gallardo 437,Col Ladron de Guevara,,Guadalajara,JAL,44680,Mexico,,,,false,5103302888,Copreci de México S.A. de C.V.,End Customer,Calle Uno 736,Zona Ind,,Guadalajara,JAL,44940,Mexico,false,true,Territory,AEC,Buildings,Gilberto,Tellez,dlavandera@copreci.com.mx,Calle Uno 736,Zona Ind,,Guadalajara,JAL,44940,Mexico,5.23339E+11,,Active,Registered,false,false,false,Gilberto,Tellez,dlavandera@copreci.com.mx,Calle Uno 736,Zona Ind,,Guadalajara,JAL,44940,Mexico,5.23339E+11,,Active,false,false,false
564-84150569,WW,Registered,Renewable Subscription,,1,1,0,Expired,13/09/2020,29/09/2018,02/07/2019,AutoCAD - including specialized toolsets AD Non-Language Specific,AutoCAD - including specialized toolsets,ACDIST,,AD,S,TERM,GOLDA,,,,Crossgrade,Serial Number,,1.10002E+11,11/10/2017,10/10/2023,3-Year,Renewable,Silver/Gold,3,Dormant,Dormant,Dormant,Growing,Growing,Growing,Dormant,Dormant,Dormant,Dormant,Dormant,,0,,,,,0,,,,,,5105829637,Compusoluciones y Asociados S.A. de C.V.,70028227,COMPUCAD S.A. de C.V.,COMPUCAD S.A. de C.V.,Reseller,Aurelio L Gallardo 437,Col Ladron de Guevara,,Guadalajara,JAL,44680,Mexico,,,,false,5103302888,Copreci de México S.A. de C.V.,End Customer,Calle Uno 736,Zona Ind,,Guadalajara,JAL,44940,Mexico,false,true,Territory,AEC,Buildings,Gilberto,Tellez,dlavandera@copreci.com.mx,Calle Uno 736,Zona Ind,,Guadalajara,JAL,44940,Mexico,5.23339E+11,,Active,Registered,false,false,false,Gilberto,Tellez,dlavandera@copreci.com.mx,Calle Uno 736,Zona Ind,,Guadalajara,JAL,44940,Mexico,5.23339E+11,,Active,false,false,false
564-78482702,WW,Registered,Renewable Subscription,,1,1,0,Expired,14/09/2020,05/10/2018,17/10/2019,AutoCAD - including specialized toolsets AD Non-Language Specific,AutoCAD - including specialized toolsets,ACDIST,,AD,S,TERM,GOLDA,M2S,FY19,,Crossgrade,Serial Number,M2S,1.10002E+11,05/10/2018,04/10/2021,Annual,Renewable,Silver/Gold,2,Stable high,Stable high,Stable high,Stable high,Stable high,Stable high,Stable high,Stable high,No use,Stable mid,Dormant,,0.741231295,,,,,0.741231295,Medium,,,,,5105829637,Compusoluciones y Asociados S.A. de C.V.,70028227,COMPUCAD S.A. de C.V.,COMPUCAD S.A. de C.V.,Reseller,Aurelio L Gallardo 437,Col Ladron de Guevara,,Guadalajara,JAL,44680,Mexico,,,,false,5106706332,Netafim,End Customer,Leibnitz 20,Col Anzures,Miguel Hidalgo,Ciudad de México,DF,11590,Mexico,false,true,Territory,Multi MFG Lead,Life Sciences Manufacturing,Pablo,Higuera,pablo.higuera@netafim.com,Leibnitz 20,Col Anzures,Miguel Hidalgo,Ciudad de México,DF,11590,Mexico,5.23335E+11,,Active,Registered,false,false,true,Pablo,Higuera,pablo.higuera@netafim.com,Leibnitz 20,Col Anzures,Miguel Hidalgo,Ciudad de México,DF,11590,Mexico,5.23335E+11,,Active,false,false,true
564-78482702,WW,Registered,Renewable Subscription,,1,1,0,Active,14/09/2020,18/10/2019,04/10/2021,AutoCAD - including specialized toolsets AD Non-Language Specific,AutoCAD - including specialized toolsets,ACDIST,,AD,S,TERM,GOLDA,M2S,FY19,,Crossgrade,Sign On,M2S,1.10002E+11,05/10/2018,04/10/2021,Annual,Renewable,Silver/Gold,2,Stable high,Stable high,Stable high,Stable high,Stable high,Stable high,Stable high,Stable high,No use,Stable mid,Dormant,,0.741231295,,,,,0.741231295,Medium,,,,,5105829637,Compusoluciones y Asociados S.A. de C.V.,70028227,COMPUCAD S.A. de C.V.,COMPUCAD S.A. de C.V.,Reseller,Aurelio L Gallardo 437,Col Ladron de Guevara,,Guadalajara,JAL,44680,Mexico,,,,false,5106706332,Netafim,End Customer,Leibnitz 20,Col Anzures,Miguel Hidalgo,Ciudad de México,DF,11590,Mexico,false,true,Territory,Multi MFG Lead,Life Sciences Manufacturing,Pablo,Higuera,pablo.higuera@netafim.com,Leibnitz 20,Col Anzures,Miguel Hidalgo,Ciudad de México,DF,11590,Mexico,5.23335E+11,,Active,Registered,false,false,true,Pablo,Higuera,pablo.higuera@netafim.com,Leibnitz 20,Col Anzures,Miguel Hidalgo,Ciudad de México,DF,11590,Mexico,5.23335E+11,,Active,false,false,true
564-78489432,WW,Registered,Renewable Subscription,,1,1,0,Expired,14/09/2020,14/10/2018,17/10/2019,AutoCAD - including specialized toolsets AD Non-Language Specific,AutoCAD - including specialized toolsets,ACDIST,,AD,S,TERM,GOLDA,M2S,FY19,,Crossgrade,Serial Number,M2S,1.10002E+11,14/10/2018,13/10/2021,Annual,Renewable,Silver/Gold,2,Stable high,Stable high,Stable high,Stable high,Stable high,Stable mid,Stable high,Stable high,No use,No use,No use,,0.822150237,,,,,0.822150237,Low,,,,,5105829637,Compusoluciones y Asociados S.A. de C.V.,70028227,COMPUCAD S.A. de C.V.,COMPUCAD S.A. de C.V.,Reseller,Aurelio L Gallardo 437,Col Ladron de Guevara,,Guadalajara,JAL,44680,Mexico,,,,false,5106706332,Netafim,End Customer,Leibnitz 20,Col Anzures,Miguel Hidalgo,Ciudad de México,DF,11590,Mexico,false,true,Territory,Multi MFG Lead,Life Sciences Manufacturing,Pablo,Higuera,pablo.higuera@netafim.com,Leibnitz 20,Col Anzures,Miguel Hidalgo,Ciudad de México,DF,11590,Mexico,5.23335E+11,,Active,Registered,false,false,true,Pablo,Higuera,pablo.higuera@netafim.com,Leibnitz 20,Col Anzures,Miguel Hidalgo,Ciudad de México,DF,11590,Mexico,5.23335E+11,,Active,false,false,true
564-78489432,WW,Registered,Renewable Subscription,,1,1,0,Active,14/09/2020,18/10/2019,13/10/2021,AutoCAD - including specialized toolsets AD Non-Language Specific,AutoCAD - including specialized toolsets,ACDIST,,AD,S,TERM,GOLDA,M2S,FY19,,Crossgrade,Sign On,M2S,1.10002E+11,14/10/2018,13/10/2021,Annual,Renewable,Silver/Gold,2,Stable high,Stable high,Stable high,Stable high,Stable high,Stable mid,Stable high,Stable high,No use,No use,No use,,0.822150237,,,,,0.822150237,Low,,,,,5105829637,Compusoluciones y Asociados S.A. de C.V.,70028227,COMPUCAD S.A. de C.V.,COMPUCAD S.A. de C.V.,Reseller,Aurelio L Gallardo 437,Col Ladron de Guevara,,Guadalajara,JAL,44680,Mexico,,,,false,5106706332,Netafim,End Customer,Leibnitz 20,Col Anzures,Miguel Hidalgo,Ciudad de México,DF,11590,Mexico,false,true,Territory,Multi MFG Lead,Life Sciences Manufacturing,Pablo,Higuera,pablo.higuera@netafim.com,Leibnitz 20,Col Anzures,Miguel Hidalgo,Ciudad de México,DF,11590,Mexico,5.23335E+11,,Active,Registered,false,false,true,Pablo,Higuera,pablo.higuera@netafim.com,Leibnitz 20,Col Anzures,Miguel Hidalgo,Ciudad de México,DF,11590,Mexico,5.23335E+11,,Active,false,false,true
565-92025853,WW,Registered,Renewable Subscription,,1,1,0,Active,18/03/2019,15/03/2019,14/03/2022,AutoCAD - including specialized toolsets AD Non-Language Specific,AutoCAD - including specialized toolsets,ACDIST,,AD,S,TERM,GOLDA,,,,New,Sign On,,1.10003E+11,15/03/2019,14/03/2022,3-Year,Renewable,Silver/Gold,,Highly engaged,Stable mid,Stable mid,Stable mid,Stable mid,Stable mid,Stable mid,Stable mid,Stable mid,Stable mid,Stable mid,,,,,,,,,,,,,5105829637,Compusoluciones y Asociados S.A. de C.V.,70028227,COMPUCAD S.A. de C.V.,COMPUCAD S.A. de C.V.,Reseller,Aurelio L Gallardo 437,Col Ladron de Guevara,,Guadalajara,JAL,44680,Mexico,,,,false,5135694696,X Elio Mexico S.A. de C.V.,End Customer,Lago Zurich 245,,,Ciudad de México,DF,11529,Mexico,false,true,Territory,,,Carlos,Egido,carlos.egido@x-elio.com,Lago Zurich 245,,,Ciudad de México,DF,11529,Mexico,,,Active,Registered,false,false,false,Carlos,Egido,carlos.egido@x-elio.com,Lago Zurich 245,,,Ciudad de México,DF,11529,Mexico,,,Active,false,false,false
564-68269491,WW,Registered,Renewable Subscription,,3,3,0,Expired,21/08/2018,21/08/2018,20/08/2019,AECCOL IC TL:CLXN PA AV WW ELD,Architecture Engineering & Construction Collection,AECCOL,,IC,S,TERM,GOLDA,,,,New,Serial Number,,1.10002E+11,21/08/2018,20/08/2019,Annual,Renewable,Silver/Gold,0,NO LONGER SCORED,NO LONGER SCORED,NO LONGER SCORED,NO LONGER SCORED,No segment,No segment,No segment,No segment,No segment,No segment,No segment,,0.933841487,,,,,0.933841487,Low,,,,,5105829637,Compusoluciones y Asociados S.A. de C.V.,70028227,COMPUCAD S.A. de C.V.,COMPUCAD S.A. de C.V.,Reseller,Aurelio L Gallardo 437,Col Ladron de Guevara,,Guadalajara,JAL,44680,Mexico,70028227,COMPUCAD S.A. de C.V.,22/05/2019,false,5137873770,Cador Iberia México S.A. de C.V.,End Customer,Londres 253,Cuauhtemoc,,Ciudad de México,DF,6600,Mexico,false,true,Territory,AEC,Engineering Service Providers,Daniel,Juarez,djuarez@grupocador.mx,Londres 253,Cuauhtemoc,,Ciudad de México,DF,6600,Mexico,318753333,,Active,Incomplete Registration,false,false,true,Mario,Martinez,mario@supportech.mx,Londres 253,Cuauhtemoc,,Ciudad de México,DF,6600,Mexico,1090443329,,Active,false,false,true
